shipment_id,delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,origin_warehouse_id,weather_condition,delayed,distance_km,package_weight_kg,departure_date,expected_delivery_date,actual_delivery_date,carrier_sla_met,delivery_status,delivery_rating,delivery_cost
SHP-21165,11165.0,shadowfax,cosmetics,ev bike,express,north,WH_DELHI_N,clear,no,72.9,30.16,2024-07-05 12:00:00,2024-07-05 15:37:12,2024-07-05 15:13:48,1,delivered,3,504.98
SHP-21166,11166.0,ekart,automobile parts,scooter,standard,west,WH_MUMBAI_W,clear,no,139.4,22.63,2024-07-06 15:00:00,2024-07-06 20:06:00,2024-07-06 21:51:00,1,delivered,4,764.89
SHP-21167,11167.0,ecom express,pharmacy,ev bike,two day,central,WH_NAGPUR_C,rainy,no,60.3,28.52,2024-07-07 18:00:00,2024-07-07 21:20:24,2024-07-07 22:54:36,1,delivered,3,387.06
SHP-21168,11168.0,xpressbees,cosmetics,truck,two day,east,WH_KOLKATA_E,stormy,no,93.1,41.4,2024-07-08 21:00:00,2024-07-09 01:04:12,2024-07-09 00:40:12,1,delivered,3,589.7
SHP-21169,11169.0,xpressbees,electronics,scooter,standard,central,WH_NAGPUR_C,rainy,no,205.2,18.07,2024-07-09 00:00:00,2024-07-09 06:33:36,2024-07-09 08:11:24,1,delivered,4,1080.21
SHP-21170,11170.0,xpressbees,automobile parts,ev van,same day,east,WH_KOLKATA_E,foggy,no,246.3,3.25,2024-07-10 03:00:00,2024-07-10 10:28:12,2024-07-10 10:06:00,1,delivered,5,1341.25
SHP-21171,11171.0,fedex,cosmetics,ev van,two day,east,WH_KOLKATA_E,rainy,no,167.1,36.62,2024-07-11 06:00:00,2024-07-11 11:42:36,2024-07-11 12:35:24,1,delivered,5,945.36
SHP-21172,11172.0,ecom express,clothing,scooter,standard,central,WH_NAGPUR_C,cold,no,96.3,17.98,2024-07-12 09:00:00,2024-07-12 13:08:24,2024-07-12 12:22:48,1,delivered,5,535.44
SHP-21173,11173.0,blue dart,documents,ev bike,same day,west,WH_MUMBAI_W,foggy,no,110.1,21.24,2024-07-13 12:00:00,2024-07-13 16:27:00,2024-07-13 18:05:24,1,delivered,4,714.22
SHP-21174,11174.0,shadowfax,documents,truck,two day,north,WH_DELHI_N,hot,no,155.0,2.39,2024-07-14 15:00:00,2024-07-14 20:26:24,2024-07-14 19:36:00,1,delivered,5,782.17
SHP-21175,11175.0,delhivery,documents,ev bike,same day,central,WH_NAGPUR_C,stormy,yes,165.8,1.94,2024-07-15 18:00:00,2024-07-15 23:40:48,2024-07-16 20:22:48,0,failed,2,934.82
SHP-21176,11176.0,ekart,fragile items,van,two day,east,WH_KOLKATA_E,hot,no,245.8,10.91,2024-07-16 21:00:00,2024-07-17 04:27:36,2024-07-17 03:48:36,1,delivered,4,1261.73
SHP-21177,11177.0,shadowfax,furniture,scooter,standard,south,WH_BLR_S,stormy,no,286.9,16.29,2024-07-17 00:00:00,2024-07-17 08:22:48,2024-07-17 08:35:24,1,delivered,3,1483.37
SHP-21178,11178.0,fedex,groceries,scooter,express,central,WH_NAGPUR_C,hot,yes,60.9,35.56,2024-07-18 03:00:00,2024-07-18 06:21:00,2024-07-18 23:46:12,0,delayed,3,461.18
SHP-21179,11179.0,ecom express,fragile items,bike,same day,west,WH_MUMBAI_W,cold,no,277.5,4.64,2024-07-19 06:00:00,2024-07-19 14:10:12,2024-07-19 14:05:24,1,delivered,3,1501.42
SHP-21180,11180.0,shadowfax,groceries,ev van,two day,south,WH_BLR_S,stormy,no,174.1,18.74,2024-07-20 09:00:00,2024-07-20 14:52:12,2024-07-20 15:33:00,1,delivered,5,926.72
SHP-21181,11181.0,dhl,fragile items,scooter,standard,central,WH_NAGPUR_C,stormy,no,107.5,30.6,2024-07-21 12:00:00,2024-07-21 16:23:24,2024-07-21 18:11:24,1,delivered,4,629.3
SHP-21182,11182.0,dhl,cosmetics,ev van,standard,central,WH_NAGPUR_C,cold,no,57.3,42.59,2024-07-22 15:00:00,2024-07-22 18:16:12,2024-07-22 18:11:24,1,delivered,5,414.27
SHP-21183,11183.0,shadowfax,documents,scooter,express,north,WH_DELHI_N,hot,no,196.8,17.94,2024-07-23 18:00:00,2024-07-24 00:22:12,2024-07-23 23:31:12,1,delivered,4,1087.82
SHP-21184,11184.0,amazon logistics,pharmacy,van,two day,east,WH_KOLKATA_E,clear,no,203.8,11.06,2024-07-24 21:00:00,2024-07-25 03:31:48,2024-07-25 04:33:36,1,delivered,4,1052.18
SHP-21185,11185.0,ekart,furniture,ev van,two day,west,WH_MUMBAI_W,hot,no,270.0,49.52,2024-07-25 00:00:00,2024-07-25 08:00:00,2024-07-25 09:21:36,1,delivered,4,1499.7
SHP-21186,11186.0,shadowfax,groceries,van,two day,east,WH_KOLKATA_E,cold,no,98.6,37.02,2024-07-26 03:00:00,2024-07-26 07:11:24,2024-07-26 09:03:36,1,delivered,4,604.06
SHP-21187,11187.0,shadowfax,automobile parts,ev bike,same day,east,WH_KOLKATA_E,stormy,no,161.8,18.21,2024-07-27 06:00:00,2024-07-27 11:36:00,2024-07-27 11:04:12,1,delivered,5,963.63
SHP-21188,11188.0,delhivery,groceries,bike,same day,central,WH_NAGPUR_C,hot,no,192.3,27.69,2024-07-28 09:00:00,2024-07-28 15:16:12,2024-07-28 15:27:00,1,delivered,3,1144.57
SHP-21189,11189.0,ecom express,clothing,ev van,express,east,WH_KOLKATA_E,clear,yes,233.7,40.88,2024-07-29 12:00:00,2024-07-29 19:11:24,2024-07-30 17:15:00,0,delayed,2,1341.14
SHP-21190,11190.0,shadowfax,groceries,truck,same day,north,WH_DELHI_N,cold,no,256.1,16.99,2024-07-30 15:00:00,2024-07-30 22:41:24,2024-07-30 23:34:12,1,delivered,5,1431.47
SHP-21191,11191.0,ekart,furniture,ev bike,standard,central,WH_NAGPUR_C,cold,no,221.1,13.9,2024-07-31 18:00:00,2024-08-01 00:54:36,2024-08-01 00:43:12,1,delivered,5,1147.2
SHP-21192,11192.0,shadowfax,clothing,bike,standard,south,WH_BLR_S,clear,no,90.6,1.36,2024-08-01 21:00:00,2024-08-02 01:00:36,2024-08-02 00:52:12,1,delivered,4,457.08
SHP-21193,11193.0,xpressbees,cosmetics,ev van,standard,north,WH_DELHI_N,stormy,no,151.5,14.23,2024-08-02 00:00:00,2024-08-02 05:22:12,2024-08-02 04:44:24,1,delivered,4,800.19
SHP-21194,11194.0,ecom express,documents,van,standard,south,WH_BLR_S,cold,no,159.8,42.49,2024-08-03 03:00:00,2024-08-03 08:33:00,2024-08-03 10:19:12,1,delivered,3,926.47
SHP-21195,11195.0,delhivery,electronics,scooter,express,central,WH_NAGPUR_C,hot,no,293.7,44.88,2024-08-04 06:00:00,2024-08-04 14:31:48,2024-08-04 14:03:00,1,delivered,3,1632.7206
SHP-21196,11196.0,dhl,furniture,bike,express,central,WH_NAGPUR_C,rainy,yes,161.5,14.99,2024-08-05 09:00:00,2024-08-05 14:35:24,2024-08-06 07:49:48,0,failed,1,902.47
SHP-21197,11197.0,blue dart,clothing,bike,two day,north,WH_DELHI_N,rainy,no,13.1,48.83,2024-08-06 12:00:00,2024-08-06 14:17:24,2024-08-06 14:24:00,1,delivered,4,211.99
SHP-21198,11198.0,shadowfax,fragile items,ev bike,two day,north,WH_DELHI_N,clear,no,225.2,49.52,2024-08-07 15:00:00,2024-08-07 22:00:00,2024-08-07 22:03:36,1,delivered,4,1275.1
SHP-21199,11199.0,fedex,electronics,scooter,two day,central,WH_NAGPUR_C,stormy,no,118.8,15.7,2024-08-08 18:00:00,2024-08-08 22:38:24,2024-08-08 23:39:00,1,delivered,4,641.1
SHP-21200,11200.0,fedex,groceries,ev van,standard,north,WH_DELHI_N,rainy,no,155.7,1.35,2024-08-09 21:00:00,2024-08-10 02:27:36,2024-08-10 02:37:12,1,delivered,5,782.55
SHP-21201,11201.0,ecom express,electronics,scooter,same day,east,WH_KOLKATA_E,stormy,yes,222.3,36.76,2024-08-10 00:00:00,2024-08-10 06:56:24,2024-08-10 19:53:24,0,delayed,3,1321.78
SHP-21202,11202.0,fedex,groceries,bike,express,south,WH_BLR_S,clear,yes,289.0,3.72,2024-08-11 03:00:00,2024-08-11 11:25:12,2024-08-12 12:14:24,0,failed,1,1506.16
SHP-21203,11203.0,dhl,automobile parts,ev van,same day,north,WH_DELHI_N,foggy,yes,241.7,2.74,2024-08-12 06:00:00,2024-08-12 13:22:12,2024-08-13 10:21:36,0,delayed,3,1316.72
SHP-21204,11204.0,delhivery,pharmacy,ev bike,standard,west,WH_MUMBAI_W,rainy,no,77.4,31.71,2024-08-13 09:00:00,2024-08-13 12:43:12,2024-08-13 13:19:12,1,delivered,4,482.13
SHP-21205,11205.0,ekart,furniture,truck,standard,north,WH_DELHI_N,clear,no,65.8,44.68,2024-08-14 12:00:00,2024-08-14 15:27:36,2024-08-14 16:20:24,1,delivered,4,463.04
SHP-21206,11206.0,ecom express,clothing,ev bike,express,south,WH_BLR_S,cold,no,293.3,2.38,2024-08-15 15:00:00,2024-08-15 23:31:12,2024-08-16 01:28:48,1,delivered,5,1523.64
SHP-21207,11207.0,fedex,documents,ev bike,standard,west,WH_MUMBAI_W,clear,no,64.7,36.19,2024-08-16 18:00:00,2024-08-16 21:26:24,2024-08-16 21:45:00,1,delivered,5,432.07
SHP-21208,11208.0,ecom express,groceries,scooter,express,south,WH_BLR_S,stormy,yes,42.2,37.35,2024-08-17 21:00:00,2024-08-17 23:56:24,2024-08-18 22:21:36,0,delayed,3,373.05
SHP-21209,11209.0,fedex,pharmacy,van,express,central,WH_NAGPUR_C,foggy,yes,268.4,11.62,2024-08-18 00:00:00,2024-08-18 07:57:36,2024-08-18 22:30:36,0,delayed,2,1426.86
SHP-21210,11210.0,fedex,clothing,ev van,two day,east,WH_KOLKATA_E,stormy,no,134.1,9.21,2024-08-19 03:00:00,2024-08-19 07:58:48,2024-08-19 09:55:48,1,delivered,4,698.13
SHP-21211,11211.0,dhl,automobile parts,ev bike,same day,north,WH_DELHI_N,rainy,no,15.6,48.96,2024-08-20 06:00:00,2024-08-20 08:21:00,2024-08-20 08:22:48,1,delivered,5,324.88
SHP-21212,11212.0,shadowfax,pharmacy,truck,standard,west,WH_MUMBAI_W,cold,no,178.3,9.47,2024-08-21 09:00:00,2024-08-21 14:57:36,2024-08-21 15:04:48,1,delivered,3,919.91
SHP-21213,11213.0,delhivery,documents,scooter,same day,west,WH_MUMBAI_W,foggy,no,111.3,15.6,2024-08-22 12:00:00,2024-08-22 16:28:12,2024-08-22 17:18:00,1,delivered,5,703.3
SHP-21214,11214.0,delhivery,clothing,truck,standard,east,WH_KOLKATA_E,cold,no,131.9,11.54,2024-08-23 15:00:00,2024-08-23 19:55:48,2024-08-23 19:45:00,1,delivered,5,694.12
SHP-21215,11215.0,fedex,pharmacy,bike,two day,central,WH_NAGPUR_C,foggy,no,180.2,14.16,2024-08-24 18:00:00,2024-08-25 00:00:00,2024-08-25 01:06:00,1,delivered,4,943.48
SHP-21216,11216.0,shadowfax,furniture,ev bike,standard,west,WH_MUMBAI_W,cold,no,297.1,23.85,2024-08-25 21:00:00,2024-08-26 05:36:00,2024-08-26 05:03:36,1,delivered,5,1559.05
SHP-21217,11217.0,fedex,cosmetics,scooter,standard,west,WH_MUMBAI_W,hot,no,34.0,14.39,2024-08-26 00:00:00,2024-08-26 02:45:36,2024-08-26 02:04:48,1,delivered,3,213.17
SHP-21218,11218.0,dhl,pharmacy,scooter,same day,west,WH_MUMBAI_W,cold,no,71.8,10.99,2024-08-27 03:00:00,2024-08-27 06:36:00,2024-08-27 07:12:00,1,delivered,5,491.97
SHP-21219,11219.0,ekart,pharmacy,truck,same day,south,WH_BLR_S,clear,no,251.1,43.8,2024-08-28 06:00:00,2024-08-28 13:34:48,2024-08-28 14:15:00,1,delivered,3,1486.9
SHP-21220,11220.0,xpressbees,fragile items,bike,same day,central,WH_NAGPUR_C,hot,no,41.8,19.94,2024-08-29 09:00:00,2024-08-29 11:55:48,2024-08-29 11:15:00,1,delivered,4,368.82
SHP-21221,11221.0,shadowfax,furniture,ev bike,two day,west,WH_MUMBAI_W,hot,no,292.2,20.43,2024-08-30 12:00:00,2024-08-30 20:29:24,2024-08-30 22:23:24,1,delivered,5,1522.29
SHP-21222,11222.0,delhivery,cosmetics,van,standard,west,WH_MUMBAI_W,clear,no,99.2,15.95,2024-08-31 15:00:00,2024-08-31 19:12:00,2024-08-31 19:55:12,1,delivered,4,543.85
SHP-21223,11223.0,fedex,groceries,truck,two day,north,WH_DELHI_N,clear,no,189.4,1.53,2024-09-01 18:00:00,2024-09-02 00:12:36,2024-09-01 23:39:36,1,delivered,5,951.59
SHP-21224,11224.0,xpressbees,automobile parts,ev bike,standard,west,WH_MUMBAI_W,stormy,no,59.6,20.69,2024-09-02 21:00:00,2024-09-03 00:19:12,2024-09-03 00:15:36,1,delivered,5,360.07
SHP-21225,11225.0,amazon logistics,groceries,ev bike,same day,north,WH_DELHI_N,stormy,yes,95.6,30.2,2024-09-03 00:00:00,2024-09-03 04:07:12,2024-09-03 20:56:24,0,failed,1,668.6
SHP-21226,11226.0,ekart,cosmetics,ev van,express,south,WH_BLR_S,foggy,yes,166.9,8.68,2024-09-04 03:00:00,2024-09-04 08:42:36,2024-09-04 16:07:12,0,delayed,2,910.54
SHP-21227,11227.0,ecom express,automobile parts,scooter,same day,east,WH_KOLKATA_E,cold,no,289.5,49.41,2024-09-05 06:00:00,2024-09-05 14:25:48,2024-09-05 14:43:48,1,delivered,4,1632.7206
SHP-21228,11228.0,shadowfax,groceries,van,standard,central,WH_NAGPUR_C,clear,no,114.3,49.1,2024-09-06 09:00:00,2024-09-06 13:32:24,2024-09-06 13:33:00,1,delivered,5,718.8
SHP-21229,11229.0,dhl,electronics,bike,same day,north,WH_DELHI_N,foggy,yes,271.0,38.7,2024-09-07 12:00:00,2024-09-07 20:01:12,2024-09-08 19:38:24,0,delayed,3,1571.1
SHP-21230,11230.0,shadowfax,documents,scooter,two day,central,WH_NAGPUR_C,clear,no,63.3,31.48,2024-09-08 15:00:00,2024-09-08 18:24:36,2024-09-08 18:09:00,1,delivered,4,410.94
SHP-21231,11231.0,amazon logistics,documents,truck,express,east,WH_KOLKATA_E,cold,yes,11.6,8.78,2024-09-09 18:00:00,2024-09-09 20:15:36,2024-09-10 20:23:24,0,failed,1,134.34
SHP-21232,11232.0,ekart,electronics,bike,two day,east,WH_KOLKATA_E,foggy,no,252.2,26.58,2024-09-10 21:00:00,2024-09-11 04:36:00,2024-09-11 06:18:36,1,delivered,4,1340.74
SHP-21233,11233.0,blue dart,furniture,van,same day,central,WH_NAGPUR_C,clear,no,211.4,24.49,2024-09-11 00:00:00,2024-09-11 06:42:00,2024-09-11 08:33:00,1,delivered,3,1230.47
SHP-21234,11234.0,dhl,documents,ev van,express,east,WH_KOLKATA_E,cold,no,35.5,10.13,2024-09-12 03:00:00,2024-09-12 05:47:24,2024-09-12 07:19:12,1,delivered,5,257.89
SHP-21235,11235.0,delhivery,electronics,bike,same day,north,WH_DELHI_N,hot,no,7.3,38.36,2024-09-13 06:00:00,2024-09-13 08:09:36,2024-09-13 08:56:24,1,delivered,5,251.58
SHP-21236,11236.0,amazon logistics,clothing,scooter,same day,north,WH_DELHI_N,foggy,no,246.4,11.37,2024-09-14 09:00:00,2024-09-14 16:28:48,2024-09-14 16:42:36,1,delivered,4,1366.11
SHP-21237,11237.0,ecom express,documents,scooter,express,south,WH_BLR_S,stormy,yes,52.2,5.7,2024-09-15 12:00:00,2024-09-15 15:09:36,2024-09-16 13:20:24,0,failed,1,328.1
SHP-21238,11238.0,shadowfax,groceries,ev van,express,central,WH_NAGPUR_C,hot,no,144.2,44.81,2024-09-16 15:00:00,2024-09-16 20:12:00,2024-09-16 20:06:36,1,delivered,5,905.43
SHP-21239,11239.0,ecom express,automobile parts,ev bike,express,south,WH_BLR_S,rainy,yes,256.0,43.06,2024-09-17 18:00:00,2024-09-18 01:41:24,2024-09-18 09:42:00,0,failed,2,1459.18
SHP-21240,11240.0,delhivery,cosmetics,scooter,standard,north,WH_DELHI_N,rainy,no,171.3,34.11,2024-09-18 21:00:00,2024-09-19 02:48:36,2024-09-19 04:17:24,1,delivered,4,958.83
SHP-21241,11241.0,shadowfax,cosmetics,ev bike,same day,north,WH_DELHI_N,cold,yes,270.2,7.39,2024-09-19 00:00:00,2024-09-19 08:00:00,2024-09-20 00:15:00,0,delayed,3,1473.17
SHP-21242,11242.0,dhl,cosmetics,bike,same day,east,WH_KOLKATA_E,rainy,no,12.1,1.64,2024-09-20 03:00:00,2024-09-20 05:16:12,2024-09-20 05:05:24,1,delivered,3,165.42
SHP-21243,11243.0,ekart,fragile items,ev bike,same day,south,WH_BLR_S,stormy,yes,127.7,7.08,2024-09-21 06:00:00,2024-09-21 10:50:24,2024-09-21 18:33:36,0,delayed,2,759.74
SHP-21244,11244.0,ekart,documents,scooter,same day,south,WH_BLR_S,cold,no,59.8,34.23,2024-09-22 09:00:00,2024-09-22 12:19:48,2024-09-22 13:01:48,1,delivered,5,501.69
SHP-21245,11245.0,fedex,electronics,ev bike,express,east,WH_KOLKATA_E,clear,yes,121.1,6.24,2024-09-23 12:00:00,2024-09-23 16:41:24,2024-09-24 16:29:24,0,delayed,2,674.22
SHP-21246,11246.0,shadowfax,furniture,van,express,south,WH_BLR_S,rainy,yes,228.6,23.56,2024-09-24 15:00:00,2024-09-24 22:04:48,2024-09-25 14:32:24,0,delayed,3,1263.68
SHP-21247,11247.0,blue dart,electronics,ev bike,two day,north,WH_DELHI_N,clear,no,267.9,14.39,2024-09-25 18:00:00,2024-09-26 01:57:00,2024-09-26 03:05:24,1,delivered,5,1382.67
SHP-21248,11248.0,shadowfax,clothing,van,standard,east,WH_KOLKATA_E,stormy,no,45.3,3.05,2024-09-26 21:00:00,2024-09-27 00:00:36,2024-09-27 00:27:36,1,delivered,5,235.65
SHP-21249,11249.0,ecom express,cosmetics,truck,standard,west,WH_MUMBAI_W,rainy,no,104.5,36.74,2024-09-27 00:00:00,2024-09-27 04:19:12,2024-09-27 04:00:00,1,delivered,3,632.72
SHP-21250,11250.0,delhivery,furniture,ev van,express,east,WH_KOLKATA_E,clear,no,133.7,45.78,2024-09-28 03:00:00,2024-09-28 07:58:12,2024-09-28 08:34:48,1,delivered,5,855.84
SHP-21251,11251.0,amazon logistics,cosmetics,ev bike,same day,central,WH_NAGPUR_C,hot,no,75.2,18.01,2024-07-01 06:00:00,2024-07-01 09:40:12,2024-07-01 11:30:00,1,delivered,3,530.03
SHP-21252,11252.0,shadowfax,furniture,truck,express,north,WH_DELHI_N,clear,no,60.3,32.48,2024-07-02 09:00:00,2024-07-02 12:20:24,2024-07-02 12:34:12,1,delivered,4,448.94
SHP-21253,11253.0,dhl,furniture,ev van,standard,north,WH_DELHI_N,stormy,no,246.7,3.25,2024-07-03 12:00:00,2024-07-03 19:28:48,2024-07-03 20:31:12,1,delivered,4,1243.25
SHP-21254,11254.0,xpressbees,documents,bike,express,north,WH_DELHI_N,foggy,yes,260.4,8.76,2024-07-04 15:00:00,2024-07-04 22:47:24,2024-07-05 21:39:36,0,delayed,2,1378.28
SHP-21255,11255.0,shadowfax,clothing,ev bike,standard,north,WH_DELHI_N,rainy,no,10.1,1.07,2024-07-05 18:00:00,2024-07-05 20:13:12,2024-07-05 21:12:00,1,delivered,5,95.6674
SHP-21256,11256.0,xpressbees,documents,truck,two day,west,WH_MUMBAI_W,stormy,no,276.4,44.32,2024-07-06 21:00:00,2024-07-07 05:08:24,2024-07-07 06:21:00,1,delivered,5,1514.96
SHP-21257,11257.0,delhivery,fragile items,scooter,standard,west,WH_MUMBAI_W,stormy,no,237.2,5.03,2024-07-07 00:00:00,2024-07-07 07:16:12,2024-07-07 09:04:48,1,delivered,5,1201.09
SHP-21258,11258.0,delhivery,automobile parts,van,standard,west,WH_MUMBAI_W,clear,no,87.3,35.26,2024-07-08 03:00:00,2024-07-08 06:56:24,2024-07-08 08:49:12,1,delivered,4,542.28
SHP-21259,11259.0,shadowfax,electronics,van,two day,south,WH_BLR_S,clear,no,192.0,4.02,2024-07-09 06:00:00,2024-07-09 12:16:12,2024-07-09 14:10:12,1,delivered,5,972.06
SHP-21260,11260.0,ekart,furniture,ev bike,same day,west,WH_MUMBAI_W,hot,no,139.4,39.48,2024-07-10 09:00:00,2024-07-10 14:06:00,2024-07-10 14:58:12,1,delivered,4,915.44
SHP-21261,11261.0,ekart,furniture,truck,standard,north,WH_DELHI_N,clear,no,62.8,49.52,2024-07-11 12:00:00,2024-07-11 15:24:00,2024-07-11 15:33:00,1,delivered,4,462.68
SHP-21262,11262.0,dhl,pharmacy,ev bike,two day,central,WH_NAGPUR_C,clear,no,34.0,35.54,2024-07-12 15:00:00,2024-07-12 17:45:36,2024-07-12 17:09:36,1,delivered,4,276.62
SHP-21263,11263.0,xpressbees,documents,truck,standard,south,WH_BLR_S,rainy,no,177.6,5.36,2024-07-13 18:00:00,2024-07-13 23:57:00,2024-07-14 00:06:00,1,delivered,5,904.08
SHP-21264,11264.0,blue dart,electronics,ev van,standard,north,WH_DELHI_N,stormy,no,11.1,22.64,2024-07-14 21:00:00,2024-07-14 23:15:00,2024-07-15 01:04:48,1,delivered,4,123.42
SHP-21265,11265.0,ecom express,clothing,ev bike,standard,north,WH_DELHI_N,rainy,no,240.9,17.3,2024-07-15 00:00:00,2024-07-15 07:21:00,2024-07-15 09:01:12,1,delivered,5,1256.4
SHP-21266,11266.0,dhl,clothing,truck,same day,east,WH_KOLKATA_E,hot,no,198.4,25.17,2024-07-16 03:00:00,2024-07-16 09:24:36,2024-07-16 09:58:48,1,delivered,4,1167.51
SHP-21267,11267.0,blue dart,electronics,bike,same day,west,WH_MUMBAI_W,cold,no,195.3,3.75,2024-07-17 06:00:00,2024-07-17 12:20:24,2024-07-17 12:57:00,1,delivered,4,1087.75
SHP-21268,11268.0,delhivery,groceries,van,express,east,WH_KOLKATA_E,foggy,yes,163.4,45.96,2024-07-18 09:00:00,2024-07-18 14:37:48,2024-07-19 04:44:24,0,delayed,3,1004.88
SHP-21269,11269.0,amazon logistics,cosmetics,bike,standard,south,WH_BLR_S,cold,no,185.4,12.28,2024-07-19 12:00:00,2024-07-19 18:07:12,2024-07-19 19:15:36,1,delivered,3,963.84
SHP-21270,11270.0,blue dart,automobile parts,van,same day,north,WH_DELHI_N,foggy,yes,275.3,35.15,2024-07-20 15:00:00,2024-07-20 23:07:12,2024-07-21 08:42:36,0,delayed,2,1581.95
SHP-21271,11271.0,dhl,pharmacy,ev van,express,north,WH_DELHI_N,cold,yes,167.8,23.93,2024-07-21 18:00:00,2024-07-21 23:43:48,2024-07-22 10:24:36,0,delayed,2,960.79
SHP-21272,11272.0,xpressbees,clothing,van,two day,central,WH_NAGPUR_C,clear,no,83.8,43.33,2024-07-22 21:00:00,2024-07-23 00:51:36,2024-07-23 02:47:24,1,delivered,5,548.99
SHP-21273,11273.0,fedex,groceries,ev bike,standard,west,WH_MUMBAI_W,hot,no,217.1,35.97,2024-07-23 00:00:00,2024-07-23 06:49:12,2024-07-23 07:00:00,1,delivered,5,1193.41
SHP-21274,11274.0,ekart,documents,van,two day,north,WH_DELHI_N,stormy,no,101.4,49.52,2024-07-24 03:00:00,2024-07-24 07:15:00,2024-07-24 08:58:48,1,delivered,4,655.83
SHP-21275,11275.0,delhivery,clothing,truck,two day,north,WH_DELHI_N,cold,no,259.7,42.36,2024-07-25 06:00:00,2024-07-25 13:46:12,2024-07-25 13:27:00,1,delivered,5,1425.58
SHP-21276,11276.0,xpressbees,automobile parts,bike,express,east,WH_KOLKATA_E,rainy,yes,132.7,13.49,2024-07-26 09:00:00,2024-07-26 13:57:00,2024-07-27 06:37:12,0,delayed,3,753.97
SHP-21277,11277.0,fedex,pharmacy,ev bike,same day,south,WH_BLR_S,cold,no,80.7,0.67,2024-07-27 12:00:00,2024-07-27 15:47:24,2024-07-27 17:07:48,1,delivered,4,504.67
SHP-21278,11278.0,delhivery,furniture,scooter,two day,north,WH_DELHI_N,rainy,no,24.2,22.09,2024-07-28 15:00:00,2024-07-28 17:32:24,2024-07-28 18:14:24,1,delivered,4,187.27
SHP-21279,11279.0,blue dart,groceries,van,two day,east,WH_KOLKATA_E,foggy,no,100.7,16.84,2024-07-29 18:00:00,2024-07-29 22:14:24,2024-07-29 21:55:48,1,delivered,4,554.02
SHP-21280,11280.0,shadowfax,documents,ev van,same day,east,WH_KOLKATA_E,clear,no,155.9,3.47,2024-07-30 21:00:00,2024-07-31 02:27:36,2024-07-31 01:34:48,1,delivered,5,889.91
SHP-21281,11281.0,blue dart,groceries,scooter,standard,east,WH_KOLKATA_E,rainy,no,24.8,30.97,2024-07-31 00:00:00,2024-07-31 02:33:00,2024-07-31 03:24:36,1,delivered,5,216.91
SHP-21282,11282.0,dhl,pharmacy,ev van,two day,west,WH_MUMBAI_W,stormy,no,292.9,49.5,2024-08-01 03:00:00,2024-08-01 11:30:36,2024-08-01 10:54:00,1,delivered,5,1613.0
SHP-21283,11283.0,blue dart,automobile parts,ev bike,standard,south,WH_BLR_S,foggy,no,182.1,18.3,2024-08-02 06:00:00,2024-08-02 12:03:00,2024-08-02 12:04:48,1,delivered,4,965.4
SHP-21284,11284.0,amazon logistics,furniture,bike,two day,west,WH_MUMBAI_W,cold,no,230.1,7.86,2024-08-03 09:00:00,2024-08-03 16:06:36,2024-08-03 17:08:24,1,delivered,4,1174.08
SHP-21285,11285.0,shadowfax,clothing,van,two day,west,WH_MUMBAI_W,cold,no,24.6,23.98,2024-08-04 12:00:00,2024-08-04 14:33:00,2024-08-04 13:50:24,1,delivered,4,194.94
SHP-21286,11286.0,amazon logistics,automobile parts,ev van,same day,west,WH_MUMBAI_W,clear,no,122.4,30.7,2024-08-05 15:00:00,2024-08-05 19:43:12,2024-08-05 19:06:00,1,delivered,3,804.1
SHP-21287,11287.0,delhivery,documents,van,express,central,WH_NAGPUR_C,hot,no,116.8,47.05,2024-08-06 18:00:00,2024-08-06 22:36:00,2024-08-06 21:46:48,1,delivered,4,775.15
SHP-21288,11288.0,dhl,electronics,ev bike,standard,south,WH_BLR_S,hot,no,201.7,4.87,2024-08-07 21:00:00,2024-08-08 03:28:48,2024-08-08 05:28:12,1,delivered,5,1023.11
SHP-21289,11289.0,ekart,furniture,ev van,express,west,WH_MUMBAI_W,stormy,yes,142.1,4.2,2024-08-08 00:00:00,2024-08-08 05:09:36,2024-08-09 03:37:12,0,failed,1,773.1
SHP-21290,11290.0,shadowfax,fragile items,bike,standard,north,WH_DELHI_N,foggy,no,76.0,40.97,2024-08-09 03:00:00,2024-08-09 06:41:24,2024-08-09 06:34:12,1,delivered,3,502.91
SHP-21291,11291.0,amazon logistics,documents,ev bike,two day,south,WH_BLR_S,stormy,no,224.7,43.39,2024-08-10 06:00:00,2024-08-10 12:59:24,2024-08-10 14:15:00,1,delivered,4,1253.67
SHP-21292,11292.0,ekart,documents,ev van,two day,west,WH_MUMBAI_W,clear,no,208.6,33.17,2024-08-11 09:00:00,2024-08-11 15:38:24,2024-08-11 15:17:24,1,delivered,4,1142.51
SHP-21293,11293.0,xpressbees,documents,truck,standard,central,WH_NAGPUR_C,rainy,no,123.3,40.45,2024-08-12 12:00:00,2024-08-12 16:44:24,2024-08-12 17:13:48,1,delivered,3,737.85
SHP-21294,11294.0,shadowfax,fragile items,ev van,standard,north,WH_DELHI_N,foggy,no,262.9,1.72,2024-08-13 15:00:00,2024-08-13 22:50:24,2024-08-14 00:19:12,1,delivered,4,1319.66
